time,OS,RL
159.31,21.2464,21.102
159.511,21.2594,21.0935
159.711,21.2679,21.0895
159.911,21.271,21.0864
160.112,21.2691,21.0913
160.312,21.2575,21.0984
160.512,21.2436,21.1092
160.713,21.2264,21.1226
160.913,21.211,21.1314
161.113,21.194,21.14
161.314,21.1804,21.1492
161.514,21.1672,21.1559
161.714,21.1544,21.1652
161.915,21.1451,21.1714
162.115,21.135,21.1755
162.316,21.1258,21.1726
162.516,21.1174,21.1645
162.716,21.1172,21.1609
162.917,21.1208,21.1508
163.117,21.1267,21.1358
163.317,21.1364,21.1199
163.518,21.1532,21.0976
163.718,21.173,21.0768
163.918,21.1947,21.0595
164.118,21.2124,21.0465
164.319,21.2329,21.0363
164.519,21.2543,21.0365
164.72,21.2706,21.0378
164.92,21.2812,21.0394
165.12,21.2805,21.0472
165.32,21.272,21.0581
165.521,21.2612,21.0711
165.721,21.2447,21.0925
165.921,21.228,21.1144
166.122,21.209,21.1375
166.322,21.1872,21.1614
166.522,21.166,21.1825
166.723,21.1472,21.195
166.923,21.1319,21.2035
167.123,21.1228,21.2137
167.324,21.1201,21.2176
167.524,21.1234,21.2158
167.724,21.1324,21.2097
167.925,21.143,21.1997
168.125,21.1541,21.1839
168.325,21.165,21.1687
168.526,21.1771,21.1506
168.726,21.1942,21.1362
168.927,21.2123,21.1196
169.127,21.2294,21.1051
169.327,21.2458,21.0908
169.528,21.2588,21.0779
169.728,21.2634,21.0682
169.928,21.2623,21.0643
170.129,21.2577,21.0638
170.329,21.2491,21.0699
170.529,21.2382,21.0789
170.73,21.2251,21.0946
170.93,21.2091,21.1066
171.13,21.1918,21.1199
171.33,21.1745,21.1317
171.531,21.1589,21.1439
171.731,21.149,21.1541
171.931,21.1421,21.1579
172.132,21.1375,21.1599
172.332,21.1329,21.1555
172.533,21.1286,21.1496
172.733,21.1275,21.1439
172.933,21.1297,21.1375
173.133,21.1357,21.133
173.334,21.1441,21.1326
173.534,21.1541,21.1295
173.735,21.1679,21.1194
173.935,21.1806,21.1139
174.135,21.1977,21.1091
174.335,21.2153,21.108
174.536,21.2301,21.1145
174.736,21.2404,21.1249
174.936,21.2494,21.1342
175.137,21.2577,21.1439
175.337,21.2607,21.1569
175.538,21.2612,21.1655
175.738,21.2599,21.1699
175.938,21.2571,21.1753
176.139,21.2528,21.1776
176.339,21.2451,21.1769
176.539,21.231,21.173
176.739,21.2154,21.1644
176.94,21.2002,21.1508
177.14,21.1849,21.1332
177.341,21.1683,21.1151
177.541,21.1523,21.0969
177.741,21.1408,21.0842
177.941,21.1327,21.0709
178.142,21.1254,21.059
178.342,21.1301,21.0548
178.543,21.1385,21.0555
178.743,21.1456,21.061
178.943,21.1556,21.0632
179.143,21.166,21.0799
179.344,21.1735,21.1022
179.544,21.1822,21.1267
179.744,21.1909,21.1435
179.945,21.2041,21.1641
180.145,21.2185,21.1829
180.345,21.2337,21.1983
180.546,21.2519,21.2035
180.746,21.2662,21.204
180.947,21.2752,21.2023
181.147,21.2824,21.1917
181.347,21.2827,21.1808
181.547,21.2757,21.1694
181.748,21.259,21.162
181.948,21.2384,21.1556
182.148,21.2155,21.1445
182.349,21.1925,21.1313
182.549,21.1715,21.1187
182.749,21.1531,21.109
182.95,21.1415,21.1014
183.15,21.1304,21.0979
183.35,21.1208,21.0979
183.551,21.1158,21.1007
183.751,21.1141,21.0986
183.951,21.1173,21.0949
184.152,21.1242,21.0963
184.352,21.1363,21.1003
184.553,21.1485,21.1012
184.753,21.1652,21.1013
184.953,21.1809,21.1014
185.153,21.1946,21.0998
185.354,21.2093,21.0968
185.554,21.2264,21.0958
185.755,21.2428,21.0991
185.955,21.2622,21.1041
186.155,21.2769,21.1094
186.356,21.2862,21.1112
186.556,21.2874,21.1153
186.756,21.2843,21.117
186.957,21.2786,21.1051
187.157,21.2669,21.1131
187.357,21.2541,21.1187
187.558,21.2384,21.1273
187.758,21.2226,21.1424
187.958,21.2048,21.1513
188.159,21.1849,21.1539
188.359,21.1648,21.1602
188.559,21.1493,21.1621
188.764,21.1357,21.1634
188.965,21.1266,21.1615
189.165,21.1198,21.1519
189.365,21.1225,21.1369
189.565,21.1261,21.1145
189.766,21.132,21.0934
189.966,21.139,21.0725
190.166,21.1489,21.0512
190.367,21.1598,21.032
190.567,21.1722,21.0162
190.767,21.1885,21.0052
190.968,21.2068,21.0028
191.168,21.2273,21.0113
191.368,21.2423,21.0175
191.569,21.2558,21.0322
191.769,21.2612,21.0535
191.97,21.2622,21.0748
192.17,21.2585,21.0954
192.37,21.2536,21.1185
192.571,21.2459,21.1435
192.771,21.2378,21.1704
192.971,21.2298,21.189
193.171,21.2219,21.2074
193.372,21.2132,21.2144
193.572,21.2039,21.2139
193.772,21.1964,21.2079
193.973,21.1885,21.1989
194.173,21.1838,21.1848
194.373,21.1798,21.1689
194.574,21.1749,21.1462
194.774,21.1689,21.1217
194.974,21.1616,21.0984
195.175,21.1538,21.0718
195.375,21.1499,21.0566
195.576,21.1497,21.0453
